15:10:42.215 sms [Thread-3] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7d417077: startup date [Fri Dec 07 21:27:54 CST 2018]; root of context hierarchy
21:07:48.840 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#6111ba37' of type [com.sun.proxy.$Proxy84] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:48.862 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'passwordRepository' of type [org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:48.863 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'passwordRepository' of type [com.sun.proxy.$Proxy91] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:48.887 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'passwordServiceImp' of type [com.example.demo.service.imp.PasswordServiceImp] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:48.888 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userServiceImp' of type [com.example.demo.service.imp.UserServiceImp] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:48.931 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loginServiceImp' of type [com.example.demo.service.imp.LoginServiceImp] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:48.936 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customRealm' of type [com.example.demo.shiro.CustomRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:49.030 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:49.050 sms [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21:07:49.842 sms [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
21:07:49.883 sms [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
21:07:49.901 sms [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
21:07:49.902 sms [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
21:07:49.919 sms [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [/Users/zhangqi/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.]
21:07:50.021 sms [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
21:07:50.021 sms [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7645 ms
21:07:50.208 sms [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
21:07:50.209 sms [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Servlet statViewServlet mapped to [/druid/*]
21:07:50.213 sms [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
21:07:50.214 sms [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
21:07:50.214 sms [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
21:07:50.214 sms [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
21:07:50.214 sms [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
21:07:50.215 sms [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'customRolesAuthorizationFilter' to: [/*]
21:07:50.215 sms [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'shirFilter' to: [/*]
21:07:51.247 sms [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
21:07:51.265 sms [main] INFO  o.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
21:07:51.265 sms [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.0 created.
21:07:51.267 sms [main] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
21:07:51.268 sms [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.0) 'schedulerFactoryBean' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

21:07:51.268 sms [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'schedulerFactoryBean' initialized from an externally provided properties instance.
21:07:51.268 sms [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.0
21:07:51.270 sms [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@263f04ca
21:07:52.400 sms [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
21:07:52.743 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7d417077: startup date [Sun Dec 09 21:07:42 CST 2018]; root of context hierarchy
21:07:52.860 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/news/newslist]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.fnewslist(java.lang.Long) throws java.lang.Exception
21:07:52.861 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/news/details]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.newsdetails(java.lang.Long) throws java.lang.Exception
21:07:52.861 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/productlist]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.productlist() throws java.lang.Exception
21:07:52.861 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/completed]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.completed(java.lang.Long) throws java.lang.Exception
21:07:52.861 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/productdetails]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.productdetails(java.lang.Long) throws java.lang.Exception
21:07:52.862 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/devicelist]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.devicelist() throws java.lang.Exception
21:07:52.862 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/completing]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.completing(java.lang.Long) throws java.lang.Exception
21:07:52.862 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/servicedetails]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.servicedetails(java.lang.Long) throws java.lang.Exception
21:07:52.863 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/faultlist]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.faulttlist(java.lang.Long) throws java.lang.Exception
21:07:52.863 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/work/faultdetails]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.faultdetails(java.lang.Long) throws java.lang.Exception
21:07:52.863 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/personal/change]}" onto public com.example.demo.util.Result com.example.demo.controller.AndroidController.personalChange(java.lang.Long,java.lang.String) throws java.lang.Exception
21:07:52.865 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/equipment/searchEquipment]}" onto public com.example.demo.util.Result com.example.demo.controller.EquipmentController.getsearchPunch(java.lang.Integer,java.lang.Integer,java.lang.Long,java.lang.Long)
21:07:52.865 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/equipment/getEquipment]}" onto public java.lang.String com.example.demo.controller.EquipmentController.getEquipment(java.lang.Long)
21:07:52.868 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/guest/enter],methods=[GET]}" onto public com.example.demo.util.Result com.example.demo.controller.GuestController.login() throws java.lang.Exception
21:07:52.869 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/guest/getMessage],methods=[GET]}" onto public com.example.demo.util.Result com.example.demo.controller.GuestController.submitLogin() throws java.lang.Exception
21:07:52.869 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/guest/startQuartz]}" onto public com.example.demo.util.Result com.example.demo.controller.GuestController.startQuartz() throws java.lang.Exception
21:07:52.869 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/guest/stopQuartz]}" onto public com.example.demo.util.Result com.example.demo.controller.GuestController.stopQuartz() throws java.lang.Exception
21:07:52.870 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index]}" onto public java.lang.String com.example.demo.controller.IndexController.ownerLogin(javax.servlet.http.HttpServletRequest)
21:07:52.870 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/login/getLoginData],methods=[POST]}" onto public com.example.demo.util.Result com.example.demo.controller.LoginController.login(java.lang.String,java.lang.String)
21:07:52.871 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/notLogin]}" onto public com.example.demo.WebResultPak.WebResult com.example.demo.controller.LoginController.notLogin()
21:07:52.871 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/notRole]}" onto public com.example.demo.WebResultPak.WebResult com.example.demo.controller.LoginController.notRole()
21:07:52.871 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/login/logOut]}" onto public com.example.demo.util.Result com.example.demo.controller.LoginController.logout()
21:07:52.871 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/loginInfo/searchLoginList]}" onto public com.example.demo.util.Result com.example.demo.controller.LoginController.searchLoginList(java.lang.Integer,java.lang.Integer,java.lang.Long,java.lang.String,java.lang.String,java.lang.String)
21:07:52.871 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/loginInfo/getLoginList]}" onto public com.example.demo.util.Result com.example.demo.controller.LoginController.getLoginList(java.lang.Integer,java.lang.Integer)
21:07:52.872 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/loginInfo/deleteLoginInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.LoginController.deletePunch(java.lang.Long,java.lang.String)
21:07:52.872 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/operateInfo/searchOperateList]}" onto public com.example.demo.util.Result com.example.demo.controller.OperateController.searchLoginList(java.lang.Integer,java.lang.Integer,java.lang.Long,java.lang.String,java.lang.String,java.lang.String)
21:07:52.872 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/operateInfo/getOperateList]}" onto public com.example.demo.util.Result com.example.demo.controller.OperateController.getLoginList(java.lang.Integer,java.lang.Integer)
21:07:52.873 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/operateInfo/deleteOperateInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.OperateController.delete_Operate(java.lang.Long,java.lang.String)
21:07:52.874 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/worklate/searchOvertime]}" onto public com.example.demo.util.Result com.example.demo.controller.OvertimeController.getsearchPunch(java.lang.Integer,java.lang.Integer,java.lang.Long,java.lang.String,java.lang.String,java.lang.String)
21:07:52.874 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/worklate/overtimeList]}" onto public com.example.demo.util.Result com.example.demo.controller.OvertimeController.getpunchList(java.lang.Integer,java.lang.Integer)
21:07:52.874 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/worklate/deleteOvertime]}" onto public com.example.demo.util.Result com.example.demo.controller.OvertimeController.delete_Overtime(java.lang.Long,java.lang.String)
21:07:52.875 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/worklate/addOvertime]}" onto public com.example.demo.util.Result com.example.demo.controller.OvertimeController.add_Overtime(java.lang.String,java.lang.String,java.lang.Long)
21:07:52.876 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/worklate/updateOvertime]}" onto public com.example.demo.util.Result com.example.demo.controller.OvertimeController.updatePunch(java.lang.Long,java.lang.String)
21:07:52.877 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/attendance/searchPunch]}" onto public com.example.demo.util.Result com.example.demo.controller.RegisterController.getsearchPunch(java.lang.Integer,java.lang.Integer,java.lang.Long,java.lang.String,java.lang.String,java.lang.String)
21:07:52.878 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/attendance/addPunch]}" onto public com.example.demo.util.Result com.example.demo.controller.RegisterController.addPunch(java.lang.String,java.lang.String,java.lang.Long)
21:07:52.878 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/attendance/punchList]}" onto public com.example.demo.util.Result com.example.demo.controller.RegisterController.getpunchList(java.lang.Integer,java.lang.Integer)
21:07:52.878 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/attendance/updatePunch]}" onto public com.example.demo.util.Result com.example.demo.controller.RegisterController.updatePunch(java.lang.Long,java.lang.String)
21:07:52.878 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/attendance/deletePunch]}" onto public com.example.demo.util.Result com.example.demo.controller.RegisterController.delete_Punch(java.lang.Long,java.lang.String)
21:07:52.879 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/analysis/getComplaintAnalysis]}" onto public com.example.demo.util.Result com.example.demo.controller.ServiceAnalysisController.getExpireContract(java.lang.Integer,java.lang.Integer) throws java.lang.Exception
21:07:52.879 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/analysis/searchComplaintAnalysis]}" onto public com.example.demo.util.Result com.example.demo.controller.ServiceAnalysisController.searchComplaintAnalysis(java.lang.Integer,java.lang.Integer,java.lang.String) throws java.lang.Exception
21:07:52.880 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/trail/getTrailList]}" onto public com.example.demo.util.Result com.example.demo.controller.TrailController.getTrailList(java.lang.Integer,java.lang.Integer)
21:07:52.880 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/trail/searchTrail]}" onto public com.example.demo.util.Result com.example.demo.controller.TrailController.searchTrail(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.880 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/performance/trail/deleteTrail]}" onto public com.example.demo.util.Result com.example.demo.controller.TrailController.deleteTrail(java.lang.Long)
21:07:52.881 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/staff/getStaffsList]}" onto public com.example.demo.util.Result com.example.demo.controller.UserController.getStaffsList(java.lang.Integer,java.lang.Integer)
21:07:52.881 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/staff/searchStaffs]}" onto public com.example.demo.util.Result com.example.demo.controller.UserController.getsearchClients(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.881 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/staff/addStaffs]}" onto public com.example.demo.util.Result com.example.demo.controller.UserController.add_Staffs(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.882 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/staff/modifyStaffs]}" onto public com.example.demo.util.Result com.example.demo.controller.UserController.modify_Clients(java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.882 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/staff/deleteStaffs]}" onto public com.example.demo.util.Result com.example.demo.controller.UserController.delete_Clients(java.lang.Long)
21:07:52.882 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/staff/compeleteStaffInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.UserController.compeleteStaffInfo(java.lang.String)
21:07:52.883 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/getMessage],methods=[GET]}" onto public com.example.demo.util.Result com.example.demo.controller.AdminController.getMessage()
21:07:52.885 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/getComplaintList]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.getComplaintList(java.lang.Integer,java.lang.Integer,java.lang.Long)
21:07:52.885 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/searchComplaintList]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.searchComplaintList(java.lang.Integer,java.lang.Integer,java.lang.Long,java.lang.String,java.lang.String,java.lang.Long,java.lang.String,java.lang.String)
21:07:52.885 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/addComplaint]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.add_Complaint(java.lang.Long,java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.885 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/modifyComplaint]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.modify_Complaint(java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String)
21:07:52.885 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/deleteComplaint]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.delete_Complaint(java.lang.Long)
21:07:52.885 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/startHandle]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.startHandle(java.lang.Long)
21:07:52.886 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/completeHandle]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.completeHandle(java.lang.Long)
21:07:52.886 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/reHandle]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.reHandle(java.lang.Long)
21:07:52.886 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/complaint/cancelHandle]}" onto public com.example.demo.util.Result com.example.demo.controller.ComplaintController.cancelHandle(java.lang.Long)
21:07:52.887 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/client/searchClients]}" onto public com.example.demo.util.Result com.example.demo.controller.CustomerController.getsearchClients(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.887 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/client/modifyClients]}" onto public com.example.demo.util.Result com.example.demo.controller.CustomerController.modify_Clients(java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.887 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/client/deleteClients]}" onto public com.example.demo.util.Result com.example.demo.controller.CustomerController.delete_Clients(java.lang.Long)
21:07:52.887 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/client/getClientsList]}" onto public com.example.demo.util.Result com.example.demo.controller.CustomerController.getCustomersList(java.lang.Integer,java.lang.Integer)
21:07:52.887 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/client/addClients]}" onto public com.example.demo.util.Result com.example.demo.controller.CustomerController.add_Clients(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.887 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/client/compeleteClientInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.CustomerController.compeleteClientInfo(java.lang.String)
21:07:52.888 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/file/file]}" onto public java.lang.String com.example.demo.controller.FileUploadController.file()
21:07:52.889 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/file/fileUpload]}" onto public com.example.demo.util.Result com.example.demo.controller.FileUploadController.fileUpload(org.springframework.web.multipart.MultipartFile,java.lang.Long)
21:07:52.889 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/file/fileDownload]}" onto public java.lang.String com.example.demo.controller.FileUploadController.downLoad(javax.servlet.http.HttpServletResponse,java.lang.Long) throws java.lang.Exception
21:07:52.889 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/file/multifile]}" onto public java.lang.String com.example.demo.controller.FileUploadController.multifile()
21:07:52.889 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/file/multifileUpload],methods=[POST]}" onto public java.lang.String com.example.demo.controller.FileUploadController.multifileUpload(javax.servlet.http.HttpServletRequest,java.lang.Long)
21:07:52.891 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/completeHandle]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.completeHandle(java.lang.Long)
21:07:52.891 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/getInspectionList]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.getInspectionList(java.lang.Integer,java.lang.Integer,java.lang.Long)
21:07:52.891 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/searchInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.searchInspection(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Long,java.lang.String)
21:07:52.892 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/inspection]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.getInspection(java.lang.Long)
21:07:52.892 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/addInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.add_Inspection(java.lang.Long,java.lang.Long,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.892 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/modifyInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.modify_Inspection(java.lang.Long,java.lang.Long,java.lang.Long,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.892 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/deleteInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.delete_Inspection(java.lang.Long)
21:07:52.892 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/cancelInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.cancelInspection(java.lang.Long) throws java.lang.Exception
21:07:52.892 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/rehandleInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.rehandleInspection(java.lang.Long) throws java.lang.Exception
21:07:52.893 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/getInspectionDeviceTable]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.getInspectionDeviceTable(java.lang.Long)
21:07:52.893 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/addInspectionTable]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.add_InspectionTable(java.lang.Long,java.lang.Long,java.lang.String)
21:07:52.893 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/completeDeviceInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.completeDeviceInfo(java.lang.Long,java.lang.String)
21:07:52.893 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/getInspectionResult]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.getInspectionResult(java.lang.Long,java.lang.Long)
